DEPARTURES_PERFORMED,SEATS,PASSENGERS,FREIGHT,MAIL,UNIQUE_CARRIER,UNIQUE_CARRIER_NAME,ORIGIN,DEST,AIRCRAFT_GROUP,AIRCRAFT_TYPE,YEAR,MONTH
31.00,5332.00,3490.00,0.00,0.00,AA,American Airlines Inc.,CLT,POP,6,614,2024,1
31.00,5332.00,3506.00,548.00,489.00,AA,American Airlines Inc.,CLT,BZE,6,614,2024,1
31.00,5332.00,4126.00,748.00,21.00,AA,American Airlines Inc.,CLT,CUR,6,614,2024,1
31.00,5332.00,4356.00,357.00,1.00,AA,American Airlines Inc.,MIA,GEO,6,838,2024,1
31.00,5332.00,4397.00,6043.00,7159.00,AA,American Airlines Inc.,CLT,MEX,6,614,2024,1
31.00,5332.00,4431.00,0.00,0.00,AA,American Airlines Inc.,BZE,CLT,6,614,2024,1
31.00,5332.00,4459.00,4.00,0.00,AA,American Airlines Inc.,DFW,LIR,6,614,2024,1
31.00,5332.00,4541.00,0.00,0.00,AA,American Airlines Inc.,CLT,LIR,6,614,2024,1
31.00,5332.00,4710.00,0.00,0.00,AA,American Airlines Inc.,POP,CLT,6,614,2024,1
31.00,5332.00,4754.00,0.00,0.00,AA,American Airlines Inc.,GEO,JFK,6,838,2024,1
31.00,5332.00,4919.00,0.00,0.00,AA,American Airlines Inc.,PUJ,ORD,6,614,2024,1
31.00,5332.00,4940.00,207.00,0.00,AA,American Airlines Inc.,ORD,PUJ,6,614,2024,1
31.00,5332.00,4961.00,840.00,0.00,AA,American Airlines Inc.,PUJ,DFW,6,614,2024,1
31.00,5394.00,4015.00,0.00,0.00,XL,Lan Ecuador,MIA,UIO,6,694,2024,1
31.00,5394.00,4558.00,0.00,0.00,4C,Aerovias de Intergracian Regional,MIA,MDE,6,694,2024,1
31.00,5394.00,4757.00,0.00,0.00,4C,Aerovias de Intergracian Regional,MCO,BOG,6,694,2024,1
31.00,5394.00,4866.00,0.00,0.00,4C,Aerovias de Intergracian Regional,MIA,BOG,6,694,2024,1
31.00,5394.00,5089.00,0.00,0.00,4C,Aerovias de Intergracian Regional,BOG,MCO,6,694,2024,1
31.00,5394.00,5097.00,0.00,0.00,4C,Aerovias de Intergracian Regional,MDE,MIA,6,694,2024,1
31.00,5425.00,2659.00,0.00,0.00,WN,Southwest Airlines Co.,TPA,HAV,6,838,2024,1
31.00,5425.00,4203.00,0.00,0.00,WN,Southwest Airlines Co.,HAV,TPA,6,838,2024,1
31.00,5444.00,4571.00,49526.00,0.00,LR,Lacsa,GUA,LAX,6,694,2024,1
31.00,5449.00,4390.00,85826.00,0.00,GU,"Aviateca, S.A.",GUA,LAX,6,694,2024,1
31.00,5456.00,4338.00,108.00,75.00,UA,United Air Lines Inc.,EDI,EWR,6,622,2024,1
31.00,5456.00,4384.00,2533.00,19.00,UA,United Air Lines Inc.,EWR,EDI,6,622,2024,1
31.00,5476.00,4586.00,1032.00,0.00,AV,Aerovias Nacl De Colombia,IAD,SAL,6,694,2024,1
31.00,5520.00,2759.00,252842.00,0.00,NH,All Nippon Airways Co.,SEA,HND,6,887,2024,1
31.00,5549.00,3575.00,0.00,0.00,UA,United Air Lines Inc.,EWR,POP,6,888,2024,1
31.00,5549.00,4340.00,816.00,0.00,UA,United Air Lines Inc.,ORD,MBJ,6,888,2024,1
31.00,5549.00,4446.00,0.00,0.00,UA,United Air Lines Inc.,EWR,LIR,6,888,2024,1
31.00,5549.00,4727.00,6.00,0.00,UA,United Air Lines Inc.,MBJ,ORD,6,888,2024,1
31.00,5549.00,4835.00,0.00,0.00,UA,United Air Lines Inc.,EWR,PLS,6,888,2024,1
31.00,5549.00,4933.00,0.00,0.00,UA,United Air Lines Inc.,DEN,LIR,6,888,2024,1
31.00,5549.00,4957.00,6609.00,0.00,UA,United Air Lines Inc.,LIR,EWR,6,888,2024,1
31.00,5549.00,5012.00,0.00,0.00,UA,United Air Lines Inc.,PLS,EWR,6,888,2024,1
31.00,5549.00,5066.00,15918.00,0.00,UA,United Air Lines Inc.,LIR,DEN,6,888,2024,1
31.00,5549.00,5155.00,0.00,0.00,UA,United Air Lines Inc.,POP,EWR,6,888,2024,1
31.00,5576.00,4532.00,9165.00,0.00,TA,Taca International Airlines,IAH,SAL,6,694,2024,1
31.00,5577.00,3802.00,0.00,0.00,DL,Delta Air Lines Inc.,JFK,PLS,6,888,2024,1
31.00,5577.00,5157.00,42008.00,0.00,DL,Delta Air Lines Inc.,CUN,BOS,6,888,2024,1
31.00,5577.00,5225.00,15943.00,433.00,DL,Delta Air Lines Inc.,ATL,PTY,6,888,2024,1
31.00,5578.00,4084.00,0.00,0.00,DL,Delta Air Lines Inc.,GCM,ATL,6,888,2024,1
31.00,5578.00,4158.00,0.00,0.00,DL,Delta Air Lines Inc.,DTW,MBJ,6,888,2024,1
31.00,5578.00,5292.00,37855.00,0.00,DL,Delta Air Lines Inc.,SDQ,ATL,6,888,2024,1
31.00,5579.00,3146.00,6283.00,0.00,GU,"Aviateca, S.A.",LAX,GUA,6,694,2024,1
31.00,5579.00,4035.00,0.00,0.00,DL,Delta Air Lines Inc.,DTW,SJD,6,888,2024,1
31.00,5579.00,4042.00,0.00,0.00,DL,Delta Air Lines Inc.,ATL,GCM,6,888,2024,1
31.00,5579.00,4695.00,19101.00,0.00,DL,Delta Air Lines Inc.,ATL,GDL,6,888,2024,1
31.00,5579.00,4704.00,21610.00,3031.00,DL,Delta Air Lines Inc.,ATL,SDQ,6,888,2024,1
31.00,5579.00,4919.00,0.00,0.00,DL,Delta Air Lines Inc.,MBJ,DTW,6,888,2024,1
31.00,5579.00,5093.00,0.00,0.00,DL,Delta Air Lines Inc.,BOS,CUN,6,888,2024,1
31.00,5579.00,5153.00,1.00,0.00,DL,Delta Air Lines Inc.,BOS,PUJ,6,888,2024,1
31.00,5580.00,4027.00,2572.00,0.00,TA,Taca International Airlines,DFW,SAL,6,694,2024,1
31.00,5580.00,4216.00,13378.00,0.00,LR,Lacsa,LAX,GUA,6,694,2024,1
31.00,5580.00,4291.00,0.00,0.00,DL,Delta Air Lines Inc.,PLS,JFK,6,888,2024,1
31.00,5580.00,4458.00,4620.00,0.00,TA,Taca International Airlines,SAL,DFW,6,694,2024,1
31.00,5580.00,4669.00,424.00,0.00,DL,Delta Air Lines Inc.,BOS,AUA,6,888,2024,1
31.00,5580.00,4776.00,53053.00,0.00,TA,Taca International Airlines,SAL,IAH,6,694,2024,1
31.00,5580.00,5084.00,21342.00,0.00,DL,Delta Air Lines Inc.,GDL,ATL,6,888,2024,1
31.00,5580.00,5152.00,16700.00,0.00,AV,Aerovias Nacl De Colombia,SAL,IAD,6,694,2024,1
31.00,5580.00,5315.00,36041.00,0.00,DL,Delta Air Lines Inc.,PUJ,BOS,6,888,2024,1
31.00,5580.00,5365.00,59797.00,0.00,DL,Delta Air Lines Inc.,PTY,ATL,6,888,2024,1
31.00,5642.00,2639.00,0.00,0.00,NK,Spirit Air Lines,FLL,CAP,6,722,2024,1
31.00,5642.00,4839.00,0.00,0.00,NK,Spirit Air Lines,FLL,BOG,6,722,2024,1
31.00,5642.00,5169.00,0.00,0.00,NK,Spirit Air Lines,BOG,FLL,6,722,2024,1
31.00,5642.00,5489.00,0.00,0.00,NK,Spirit Air Lines,CAP,FLL,6,722,2024,1
31.00,5658.00,4230.00,158.00,0.00,VB,"Aeroenlaces Nacionales, S.A. de C.V. d/b/a VivaAerobus",MEX,IAH,6,694,2024,1
31.00,5658.00,4402.00,0.00,0.00,VB,"Aeroenlaces Nacionales, S.A. de C.V. d/b/a VivaAerobus",IAH,MEX,6,694,2024,1
31.00,5704.00,4033.00,0.00,0.00,EI,Aer Lingus Plc,EWR,DUB,6,696,2024,1
31.00,5704.00,4221.00,0.00,0.00,EI,Aer Lingus Plc,DUB,EWR,6,696,2024,1
31.00,5704.00,4333.00,442831.00,0.00,NH,All Nippon Airways Co.,HND,SEA,6,887,2024,1
31.00,5748.00,3665.00,1621.00,0.00,VB,"Aeroenlaces Nacionales, S.A. de C.V. d/b/a VivaAerobus",JFK,MEX,6,694,2024,1
31.00,5748.00,4379.00,31636.00,0.00,VB,"Aeroenlaces Nacionales, S.A. de C.V. d/b/a VivaAerobus",MEX,JFK,6,694,2024,1
31.00,5766.00,3030.00,237079.00,0.00,JL,Japan Air Lines Co. Ltd.,SFO,NRT,6,887,2024,1
31.00,5766.00,3906.00,0.00,0.00,SY,Sun Country Airlines d/b/a MN Airlines,MSP,PVR,6,614,2024,1
31.00,5766.00,4039.00,0.00,0.00,SY,Sun Country Airlines d/b/a MN Airlines,PVR,MSP,6,614,2024,1
31.00,5766.00,4395.00,19554.00,0.00,H8,Sky Airline Peru,MIA,LIM,6,722,2024,1
31.00,5766.00,4688.00,696544.00,0.00,JL,Japan Air Lines Co. Ltd.,NRT,SFO,6,887,2024,1
31.00,5766.00,5536.00,100705.00,0.00,H8,Sky Airline Peru,LIM,MIA,6,722,2024,1
31.00,5859.00,5111.00,0.00,0.00,LJ,Jin Air Co Ltd.,GUM,PUS,6,614,2024,1
31.00,5859.00,5137.00,0.00,0.00,LJ,Jin Air Co Ltd.,PUS,GUM,6,614,2024,1
31.00,5861.00,5349.00,0.00,0.00,DL,Delta Air Lines Inc.,DTW,CUN,6,699,2024,1
31.00,5890.00,3964.00,106.00,0.00,AA,American Airlines Inc.,CLT,SJD,6,699,2024,1
31.00,5890.00,4740.00,45864.00,914.00,AA,American Airlines Inc.,MIA,UVF,6,699,2024,1
31.00,5890.00,5016.00,24.00,36.00,AA,American Airlines Inc.,PHL,AUA,6,699,2024,1
31.00,5890.00,5073.00,0.00,0.00,AA,American Airlines Inc.,AUA,PHL,6,699,2024,1
31.00,5890.00,5612.00,0.00,0.00,AA,American Airlines Inc.,PUJ,PHL,6,699,2024,1
31.00,5954.00,4305.00,0.00,0.00,B6,JetBlue Airways,JFK,GND,6,699,2024,1
31.00,6014.00,4384.00,0.00,0.00,DL,Delta Air Lines Inc.,SEA,CUN,6,721,2024,1
31.00,6014.00,5183.00,0.00,0.00,DL,Delta Air Lines Inc.,CUN,SEA,6,721,2024,1
31.00,6045.00,3471.00,326434.00,0.00,JL,Japan Air Lines Co. Ltd.,BOS,NRT,6,889,2024,1
31.00,6045.00,4199.00,1202782.00,0.00,JL,Japan Air Lines Co. Ltd.,NRT,BOS,6,889,2024,1
31.00,6053.00,4037.00,505754.00,0.00,JL,Japan Air Lines Co. Ltd.,ORD,HND,6,889,2024,1
31.00,6053.00,5385.00,720254.00,0.00,JL,Japan Air Lines Co. Ltd.,HND,ORD,6,889,2024,1
31.00,6076.00,5224.00,2.00,0.00,AA,American Airlines Inc.,CUN,PHX,6,721,2024,1
31.00,6076.00,5566.00,0.00,0.00,AA,American Airlines Inc.,PHX,CUN,6,721,2024,1
31.00,6166.00,5133.00,3476.00,12995.00,DL,Delta Air Lines Inc.,ATL,BOG,6,622,2024,1
31.00,6167.00,4812.00,0.00,0.00,DL,Delta Air Lines Inc.,JFK,SXM,6,622,2024,1
31.00,6167.00,4994.00,0.00,0.00,DL,Delta Air Lines Inc.,SXM,JFK,6,622,2024,1
31.00,6167.00,5247.00,4644.00,0.00,DL,Delta Air Lines Inc.,MEX,DTW,6,622,2024,1
31.00,6167.00,5616.00,21362.00,0.00,DL,Delta Air Lines Inc.,BOG,ATL,6,622,2024,1
31.00,6168.00,5342.00,8556.00,8325.00,DL,Delta Air Lines Inc.,ATL,SAL,6,622,2024,1
31.00,6168.00,5814.00,44524.00,0.00,DL,Delta Air Lines Inc.,SAL,ATL,6,622,2024,1
31.00,6169.00,3844.00,176620.00,0.00,JL,Japan Air Lines Co. Ltd.,SEA,NRT,6,626,2024,1
31.00,6169.00,4187.00,556208.00,0.00,JL,Japan Air Lines Co. Ltd.,NRT,HNL,6,626,2024,1
31.00,6169.00,4439.00,63521.00,0.00,JL,Japan Air Lines Co. Ltd.,HNL,NRT,6,626,2024,1
31.00,6169.00,4642.00,8227.00,4025.00,DL,Delta Air Lines Inc.,DTW,MEX,6,622,2024,1
31.00,6169.00,4865.00,465161.00,0.00,JL,Japan Air Lines Co. Ltd.,NRT,SEA,6,626,2024,1
31.00,6293.00,5009.00,159208.00,26168.00,UA,United Air Lines Inc.,IAH,SCL,6,626,2024,1
31.00,6293.00,5267.00,241293.00,13600.00,UA,United Air Lines Inc.,IAH,GIG,6,626,2024,1
31.00,6293.00,5796.00,128669.00,481.00,UA,United Air Lines Inc.,GIG,IAH,6,626,2024,1
31.00,6293.00,6011.00,555237.00,0.00,UA,United Air Lines Inc.,SCL,IAH,6,626,2024,1
31.00,6572.00,4075.00,414669.00,0.00,NH,All Nippon Airways Co.,ORD,HND,6,637,2024,1
31.00,6572.00,4467.00,298586.00,0.00,NH,All Nippon Airways Co.,SFO,HND,6,637,2024,1
31.00,6572.00,4628.00,457673.00,0.00,NH,All Nippon Airways Co.,SFO,NRT,6,637,2024,1
31.00,6572.00,5169.00,762265.00,0.00,NH,All Nippon Airways Co.,HND,SFO,6,637,2024,1
31.00,6572.00,5213.00,1232187.00,0.00,NH,All Nippon Airways Co.,NRT,ORD,6,637,2024,1
31.00,6572.00,5268.00,969419.00,0.00,NH,All Nippon Airways Co.,HND,ORD,6,637,2024,1
31.00,6572.00,5282.00,875138.00,0.00,NH,All Nippon Airways Co.,NRT,SFO,6,637,2024,1
31.00,6631.00,4272.00,398886.00,0.00,DL,Delta Air Lines Inc.,HND,HNL,6,626,2024,1
31.00,6643.00,5796.00,15181.00,0.00,DL,Delta Air Lines Inc.,JFK,GIG,6,626,2024,1
31.00,6643.00,6039.00,167799.00,29153.00,DL,Delta Air Lines Inc.,JFK,DUB,6,626,2024,1
31.00,6644.00,6112.00,185237.00,0.00,DL,Delta Air Lines Inc.,BOG,ATL,6,626,2024,1
31.00,6644.00,6208.00,315008.00,0.00,DL,Delta Air Lines Inc.,BOG,JFK,6,626,2024,1
31.00,6646.00,5910.00,89385.00,0.00,DL,Delta Air Lines Inc.,ATL,GIG,6,626,2024,1
31.00,6647.00,5749.00,50797.00,0.00,DL,Delta Air Lines Inc.,GIG,JFK,6,626,2024,1
31.00,6649.00,6195.00,213210.00,0.00,DL,Delta Air Lines Inc.,GIG,ATL,6,626,2024,1
31.00,6652.00,4686.00,10799.00,5397.00,DL,Delta Air Lines Inc.,JFK,ACC,6,626,2024,1
31.00,6654.00,5900.00,439644.00,0.00,DL,Delta Air Lines Inc.,UIO,ATL,6,626,2024,1
31.00,6654.00,6207.00,272192.00,0.00,DL,Delta Air Lines Inc.,DUB,JFK,6,626,2024,1
31.00,6658.00,5508.00,41345.00,856.00,DL,Delta Air Lines Inc.,ACC,JFK,6,626,2024,1
31.00,6665.00,4234.00,504517.00,0.00,NH,All Nippon Airways Co.,IAD,HND,6,889,2024,1
31.00,6665.00,4866.00,534422.00,0.00,NH,All Nippon Airways Co.,IAH,HND,6,889,2024,1
31.00,6665.00,4934.00,645231.00,0.00,NH,All Nippon Airways Co.,LAX,NRT,6,889,2024,1
31.00,6665.00,5342.00,884303.00,0.00,NH,All Nippon Airways Co.,HND,IAD,6,889,2024,1
31.00,6665.00,5594.00,776019.00,0.00,NH,All Nippon Airways Co.,NRT,LAX,6,889,2024,1
31.00,6665.00,5627.00,886415.00,0.00,NH,All Nippon Airways Co.,HND,IAH,6,889,2024,1
31.00,6688.00,5648.00,46389.00,516.00,DL,Delta Air Lines Inc.,JFK,BOG,6,626,2024,1
31.00,6689.00,4875.00,33132.00,8236.00,DL,Delta Air Lines Inc.,ATL,UIO,6,626,2024,1
31.00,6693.00,5831.00,77186.00,6576.00,DL,Delta Air Lines Inc.,ATL,BOG,6,626,2024,1
31.00,6944.00,6454.00,616394.00,0.00,EY,Etihad Airways,IAD,AUH,6,889,2024,1
31.00,6944.00,6712.00,332831.00,0.00,EY,Etihad Airways,AUH,IAD,6,889,2024,1
31.00,7161.00,5733.00,141754.00,0.00,UA,United Air Lines Inc.,EWR,BCN,6,624,2024,1
31.00,7161.00,5752.00,444609.00,0.00,UA,United Air Lines Inc.,BCN,EWR,6,624,2024,1
31.00,7161.00,5824.00,360568.00,58402.00,UA,United Air Lines Inc.,BER,EWR,6,624,2024,1
31.00,7161.00,6099.00,167658.00,0.00,UA,United Air Lines Inc.,IAD,GRU,6,624,2024,1
31.00,7223.00,5924.00,455613.00,10649.00,AA,American Airlines Inc.,HND,DFW,6,887,2024,1
31.00,7223.00,6053.00,596931.00,201.00,AA,American Airlines Inc.,NRT,DFW,6,887,2024,1
31.00,7223.00,6511.00,757579.00,0.00,LP,Lan Peru Airlines,LIM,JFK,6,626,2024,1
31.00,7251.00,5060.00,450920.00,0.00,AA,American Airlines Inc.,LIS,PHL,6,887,2024,1
31.00,7252.00,3696.00,33166.00,0.00,AA,American Airlines Inc.,PHL,LIS,6,887,2024,1
31.00,7253.00,4347.00,367256.00,0.00,AA,American Airlines Inc.,DUB,PHL,6,887,2024,1
31.00,7253.00,4472.00,208562.00,1203.00,AA,American Airlines Inc.,DFW,DUB,6,887,2024,1
31.00,7254.00,5751.00,272941.00,0.00,KQ,Kenya Airways PLC,JFK,NBO,6,887,2024,1
31.00,7254.00,5805.00,74191.00,0.00,AA,American Airlines Inc.,MIA,BCN,6,887,2024,1
31.00,7254.00,6287.00,302040.00,4553.00,AA,American Airlines Inc.,BCN,MIA,6,887,2024,1
31.00,7254.00,6755.00,204068.00,0.00,KQ,Kenya Airways PLC,NBO,JFK,6,887,2024,1
31.00,7269.00,6592.00,81119.00,1158.00,DL,Delta Air Lines Inc.,ATL,EZE,6,624,2024,1
31.00,7272.00,6795.00,78424.00,0.00,DL,Delta Air Lines Inc.,EZE,JFK,6,624,2024,1
31.00,7274.00,6225.00,22586.00,210.00,DL,Delta Air Lines Inc.,JFK,EZE,6,624,2024,1
31.00,7276.00,6699.00,92003.00,12246.00,DL,Delta Air Lines Inc.,JFK,GRU,6,624,2024,1
31.00,7277.00,6787.00,80817.00,0.00,DL,Delta Air Lines Inc.,GRU,JFK,6,624,2024,1
31.00,7281.00,6792.00,191867.00,0.00,DL,Delta Air Lines Inc.,EZE,ATL,6,624,2024,1
31.00,7283.00,5960.00,391000.00,0.00,DL,Delta Air Lines Inc.,LIS,JFK,6,624,2024,1
31.00,7285.00,6165.00,222728.00,0.00,QF,Qantas Airways Ltd.,DFW,SYD,6,889,2024,1
31.00,7316.00,6282.00,812669.00,0.00,LX,Swiss International Airlines,ZRH,ORD,6,696,2024,1
31.00,7564.00,5282.00,872557.00,0.00,JL,Japan Air Lines Co. Ltd.,DFW,HND,6,627,2024,1
31.00,7564.00,6962.00,1567408.00,0.00,JL,Japan Air Lines Co. Ltd.,HND,DFW,6,627,2024,1
31.00,7967.00,5547.00,194736.00,873.00,UA,United Air Lines Inc.,DEN,LHR,6,889,2024,1
31.00,7967.00,5834.00,295997.00,130563.00,UA,United Air Lines Inc.,SFO,ICN,6,889,2024,1
31.00,7967.00,6013.00,270324.00,70141.00,UA,United Air Lines Inc.,LHR,DEN,6,889,2024,1
31.00,7967.00,6079.00,446034.00,50496.00,UA,United Air Lines Inc.,EWR,NRT,6,889,2024,1
31.00,7967.00,6272.00,417794.00,19924.00,UA,United Air Lines Inc.,LAX,SYD,6,889,2024,1
31.00,7967.00,6338.00,67941.00,11569.00,UA,United Air Lines Inc.,LAX,HKG,6,889,2024,1
31.00,7967.00,6942.00,1226367.00,16448.00,UA,United Air Lines Inc.,ICN,SFO,6,889,2024,1
31.00,7967.00,6959.00,196920.00,56428.00,UA,United Air Lines Inc.,DEN,NRT,6,889,2024,1
31.00,7967.00,6994.00,819399.00,3455.00,UA,United Air Lines Inc.,NRT,EWR,6,889,2024,1
31.00,7967.00,7048.00,730968.00,1253.00,UA,United Air Lines Inc.,NRT,DEN,6,889,2024,1
31.00,7967.00,7366.00,877655.00,20995.00,UA,United Air Lines Inc.,HKG,LAX,6,889,2024,1
31.00,7967.00,7596.00,226841.00,199.00,UA,United Air Lines Inc.,EWR,GRU,6,889,2024,1
31.00,7998.00,5885.00,938656.00,0.00,VS,Virgin Atlantic Airways,LHR,LAX,6,889,2024,1
31.00,8184.00,1036.00,306172.00,0.00,SQ,Singapore Airlines Ltd.,JFK,SIN,6,637,2024,1
31.00,8184.00,1325.00,452516.00,0.00,SQ,Singapore Airlines Ltd.,SIN,JFK,6,637,2024,1
31.00,8184.00,3948.00,2182.00,0.00,SQ,Singapore Airlines Ltd.,FRA,JFK,6,637,2024,1
31.00,8184.00,4242.00,120584.00,0.00,SQ,Singapore Airlines Ltd.,JFK,FRA,6,637,2024,1
31.00,8184.00,6357.00,245014.00,0.00,VS,Virgin Atlantic Airways,MAN,MCO,6,687,2024,1
31.00,8184.00,6777.00,381.00,0.00,VS,Virgin Atlantic Airways,MCO,MAN,6,687,2024,1
31.00,8339.00,6628.00,81855.00,0.00,KE,Korean Air Lines Co. Ltd.,BOS,ICN,6,889,2024,1
31.00,8339.00,7430.00,560217.00,0.00,KE,Korean Air Lines Co. Ltd.,ICN,BOS,6,889,2024,1
31.00,8426.00,6823.00,563152.00,5367.00,AA,American Airlines Inc.,MAD,MIA,6,627,2024,1
31.00,8428.00,6557.00,122221.00,4796.00,AA,American Airlines Inc.,MIA,MAD,6,627,2024,1
31.00,8430.00,6222.00,68085.00,1961.00,AA,American Airlines Inc.,CLT,MAD,6,627,2024,1
31.00,8430.00,6924.00,616131.00,0.00,AA,American Airlines Inc.,MAD,CLT,6,627,2024,1
31.00,8431.00,7184.00,245704.00,6585.00,AA,American Airlines Inc.,MIA,LHR,6,627,2024,1
31.00,8432.00,4636.00,307799.00,0.00,AA,American Airlines Inc.,LHR,RDU,6,627,2024,1
31.00,8432.00,4665.00,115209.00,0.00,AA,American Airlines Inc.,RDU,LHR,6,627,2024,1
31.00,8432.00,7845.00,330433.00,3321.00,AA,American Airlines Inc.,JFK,GRU,6,627,2024,1
31.00,8556.00,3010.00,20103.00,0.00,UA,United Air Lines Inc.,IAD,HND,6,627,2024,1
31.00,8556.00,4427.00,68457.00,1298.00,UA,United Air Lines Inc.,EWR,HND,6,627,2024,1
31.00,8556.00,4569.00,261940.00,5970.00,UA,United Air Lines Inc.,SFO,NRT,6,627,2024,1
31.00,8556.00,4592.00,3322.00,8650.00,UA,United Air Lines Inc.,SFO,HND,6,627,2024,1
31.00,8556.00,4758.00,959443.00,44628.00,UA,United Air Lines Inc.,AMS,EWR,6,627,2024,1
31.00,8556.00,4826.00,914368.00,2309.00,UA,United Air Lines Inc.,AMS,IAH,6,627,2024,1
31.00,8556.00,5061.00,536007.00,155.00,UA,United Air Lines Inc.,IAH,AMS,6,627,2024,1
31.00,8556.00,5369.00,263748.00,0.00,UA,United Air Lines Inc.,IAD,LHR,6,627,2024,1
31.00,8556.00,5509.00,406650.00,14961.00,UA,United Air Lines Inc.,EWR,AMS,6,627,2024,1
31.00,8556.00,5670.00,365432.00,0.00,UA,United Air Lines Inc.,IAH,NRT,6,627,2024,1
31.00,8556.00,5893.00,796963.00,3584.00,UA,United Air Lines Inc.,LHR,IAD,6,627,2024,1
31.00,8556.00,6656.00,338805.00,33552.00,UA,United Air Lines Inc.,EWR,CDG,6,627,2024,1
31.00,8556.00,6697.00,478466.00,8440.00,UA,United Air Lines Inc.,NRT,SFO,6,627,2024,1
31.00,8556.00,6945.00,250244.00,20505.00,UA,United Air Lines Inc.,EWR,DXB,6,627,2024,1
31.00,8556.00,6987.00,356816.00,0.00,UA,United Air Lines Inc.,EWR,FCO,6,627,2024,1
31.00,8556.00,7115.00,78056.00,22419.00,UA,United Air Lines Inc.,SFO,TPE,6,627,2024,1
31.00,8556.00,7123.00,699002.00,0.00,UA,United Air Lines Inc.,FCO,EWR,6,627,2024,1
31.00,8556.00,7185.00,147286.00,0.00,UA,United Air Lines Inc.,DXB,EWR,6,627,2024,1
31.00,8556.00,7386.00,573373.00,0.00,UA,United Air Lines Inc.,CDG,EWR,6,627,2024,1
31.00,8556.00,7512.00,294405.00,15352.00,UA,United Air Lines Inc.,IAH,GRU,6,627,2024,1
31.00,8556.00,7602.00,701176.00,0.00,UA,United Air Lines Inc.,TPE,SFO,6,627,2024,1
31.00,8556.00,8029.00,425161.00,6883.00,UA,United Air Lines Inc.,GRU,IAH,6,627,2024,1
31.00,8587.00,6720.00,486215.00,0.00,KE,Korean Air Lines Co. Ltd.,IAD,ICN,6,637,2024,1
31.00,8587.00,6789.00,461199.00,0.00,KE,Korean Air Lines Co. Ltd.,ORD,ICN,6,637,2024,1
31.00,8587.00,7555.00,1481836.00,0.00,KE,Korean Air Lines Co. Ltd.,ICN,ORD,6,637,2024,1
31.00,8587.00,7556.00,1042547.00,0.00,KE,Korean Air Lines Co. Ltd.,ICN,IAD,6,637,2024,1
31.00,8601.00,7050.00,430971.00,0.00,KE,Korean Air Lines Co. Ltd.,SEA,ICN,6,637,2024,1
31.00,8601.00,7652.00,778213.00,0.00,KE,Korean Air Lines Co. Ltd.,ICN,SEA,6,637,2024,1
31.00,8618.00,5445.00,27831.00,0.00,HA,Hawaiian Airlines Inc.,HNL,KIX,6,696,2024,1
31.00,8618.00,6254.00,502714.00,0.00,HA,Hawaiian Airlines Inc.,KIX,HNL,6,696,2024,1
31.00,8694.00,6905.00,407234.00,0.00,DL,Delta Air Lines Inc.,HND,SEA,6,339,2024,1
31.00,8695.00,7503.00,459205.00,33368.00,DL,Delta Air Lines Inc.,ICN,SEA,6,339,2024,1
31.00,8700.00,6307.00,42534.00,27195.00,DL,Delta Air Lines Inc.,LAX,HND,6,339,2024,1
31.00,8701.00,4760.00,271930.00,0.00,DL,Delta Air Lines Inc.,LHR,LAX,6,339,2024,1
31.00,8704.00,5424.00,46772.00,9591.00,DL,Delta Air Lines Inc.,SEA,PVG,6,339,2024,1
31.00,8704.00,6818.00,397987.00,15131.00,DL,Delta Air Lines Inc.,JFK,MXP,6,339,2024,1
31.00,8707.00,7296.00,477082.00,0.00,DL,Delta Air Lines Inc.,MXP,JFK,6,339,2024,1
31.00,8708.00,3711.00,141662.00,20806.00,DL,Delta Air Lines Inc.,LAX,LHR,6,339,2024,1
31.00,8708.00,7682.00,573313.00,0.00,DL,Delta Air Lines Inc.,PVG,SEA,6,339,2024,1
31.00,8710.00,5432.00,79777.00,0.00,DL,Delta Air Lines Inc.,SEA,HND,6,339,2024,1
31.00,8711.00,6566.00,477931.00,0.00,DL,Delta Air Lines Inc.,AMS,SLC,6,339,2024,1
31.00,8742.00,6535.00,615825.00,0.00,DL,Delta Air Lines Inc.,AMS,JFK,6,687,2024,1
31.00,8773.00,8154.00,235985.00,0.00,QR,Qatar Airways (Q.C.S.C),BOS,DOH,6,637,2024,1
31.00,8773.00,8422.00,279734.00,0.00,QR,Qatar Airways (Q.C.S.C),DOH,BOS,6,637,2024,1
31.00,8803.00,8111.00,218084.00,0.00,AA,American Airlines Inc.,PHL,DOH,6,889,2024,1
31.00,8804.00,5698.00,202485.00,0.00,AA,American Airlines Inc.,AKL,LAX,6,889,2024,1
31.00,8804.00,5901.00,78576.00,0.00,AA,American Airlines Inc.,LAX,AKL,6,889,2024,1
31.00,8804.00,6587.00,158256.00,0.00,AA,American Airlines Inc.,AKL,DFW,6,889,2024,1
31.00,8804.00,6803.00,153072.00,30144.00,AA,American Airlines Inc.,DFW,ICN,6,889,2024,1
31.00,8804.00,7144.00,60408.00,30.00,AA,American Airlines Inc.,DFW,AKL,6,889,2024,1
31.00,8804.00,8073.00,547289.00,64398.00,AA,American Airlines Inc.,ICN,DFW,6,889,2024,1
31.00,8833.00,6943.00,146543.00,3309.00,AA,American Airlines Inc.,DFW,MAD,6,889,2024,1
31.00,8835.00,7408.00,501065.00,3640.00,AA,American Airlines Inc.,DFW,EZE,6,889,2024,1
